taxon taxlevel rankID taxon daughterlevels total CONTROL1 CONTROL2 CONTROL3 CONTROL4 CONTROL5 CONTROL6 CONTROL7 CONTROL8 CONTROL9 CONTROL10 DISEASE1 DISEASE2 DISEASE3 DISEASE4 DISEASE5 DISEASE6 DISEASE7 DISEASE8 DISEASE9 DISEASE10
Actinobacteria;Actinobacteria;Actinomycetales;Glycomycetaceae;Stackebrandtia 6 0.1.2.1.2.15.2 Stackebrandtia 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae 5 0.1.2.1.2.16 Intrasporangiaceae 8 1809 0 0 0 0 2 0 0 0 0 0 20 12 24 17 0 0 33 23 245 23
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Arsenicicoccus 6 0.1.2.1.2.16.1 Arsenicicoccus 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Janibacter 6 0.1.2.1.2.16.2 Janibacter 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Knoellia 6 0.1.2.1.2.16.3 Knoellia 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Ornithinibacter 6 0.1.2.1.2.16.4 Ornithinibacter 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Ornithinimicrobium 6 0.1.2.1.2.16.5 Ornithinimicrobium 0 40 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Terrabacter 6 0.1.2.1.2.16.6 Terrabacter 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Tetrasphaera 6 0.1.2.1.2.16.7 Tetrasphaera 0 42 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;unclassified 6 0.1.2.1.2.16.8 unclassified 0 1643 0 0 0 0 0 0 0 0 0 0 20 11 24 17 0 0 33 23 245 23
Actinobacteria;Actinobacteria;Actinomycetales;Jiangellaceae 5 0.1.2.1.2.17 Jiangellaceae 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Jiangellaceae;unclassified 6 0.1.2.1.2.17.1 unclassified 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae 5 0.1.2.1.2.18 Kineosporiaceae 4 123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae;Angustibacter 6 0.1.2.1.2.18.1 Angustibacter 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae;Kineococcus 6 0.1.2.1.2.18.2 Kineococcus 0 74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae;Kineosporia 6 0.1.2.1.2.18.3 Kineosporia 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae;unclassified 6 0.1.2.1.2.18.4 unclassified 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae 5 0.1.2.1.2.19 Microbacteriaceae 14 1692 0 0 0 2 0 18 0 5 34 0 2 5 4 4 0 2 7 9 4 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Agreia 6 0.1.2.1.2.19.1 Agreia 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Agrococcus 6 0.1.2.1.2.19.2 Agrococcus 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Agromyces 6 0.1.2.1.2.19.3 Agromyces 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Clavibacter 6 0.1.2.1.2.19.4 Clavibacter 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium 6 0.1.2.1.2.19.5 Curtobacterium 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Frondihabitans 6 0.1.2.1.2.19.6 Frondihabitans 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Leifsonia 6 0.1.2.1.2.19.7 Leifsonia 0 70 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Leucobacter 6 0.1.2.1.2.19.8 Leucobacter 0 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium 6 0.1.2.1.2.19.9 Microbacterium 0 713 0 0 0 0 0 17 0 5 34 0 1 0 1 1 0 0 3 2 1 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Pseudoclavibacter 6 0.1.2.1.2.19.10 Pseudoclavibacter 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Rathayibacter 6 0.1.2.1.2.19.11 Rathayibacter 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Subtercola 6 0.1.2.1.2.19.12 Subtercola 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Zimmermannella 6 0.1.2.1.2.19.13 Zimmermannella 0 120 0 0 0 0 0 0 0 0 0 0 0 3 3 2 0 2 0 4 3 0
Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;unclassified 6 0.1.2.1.2.19.14 unclassified 0 566 0 0 0 2 0 1 0 0 0 0 0 2 0 1 0 0 4 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae 5 0.1.2.1.2.20 Micrococcaceae 7 10406 0 1 0 99 5 227 0 83 482 1 70 73 87 100 36 16 75 62 97 34
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter 6 0.1.2.1.2.20.1 Arthrobacter 0 194 0 0 0 0 1 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Kocuria 6 0.1.2.1.2.20.2 Kocuria 0 2404 0 0 0 85 3 181 0 73 479 1 26 0 7 23 8 1 15 13 3 0
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus 6 0.1.2.1.2.20.3 Micrococcus 0 4019 0 0 0 14 0 37 0 6 0 0 40 68 80 71 21 15 52 46 92 34
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Nesterenkonia 6 0.1.2.1.2.20.4 Nesterenkonia 0 82 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia 6 0.1.2.1.2.20.5 Rothia 0 3585 0 1 0 0 1 9 0 4 0 0 3 4 0 4 6 0 8 3 1 0
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Yaniella 6 0.1.2.1.2.20.6 Yaniella 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;unclassified 6 0.1.2.1.2.20.7 unclassified 0 113 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae 5 0.1.2.1.2.21 Micromonosporaceae 9 134 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Actinaurispora 6 0.1.2.1.2.21.1 Actinaurispora 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Actinoplanes 6 0.1.2.1.2.21.2 Actinoplanes 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Catelliglobosispora 6 0.1.2.1.2.21.3 Catelliglobosispora 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Catenuloplanes 6 0.1.2.1.2.21.4 Catenuloplanes 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Dactylosporangium 6 0.1.2.1.2.21.5 Dactylosporangium 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Krasilnikovia 6 0.1.2.1.2.21.6 Krasilnikovia 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Micromonospora 6 0.1.2.1.2.21.7 Micromonospora 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Virgisporangium 6 0.1.2.1.2.21.8 Virgisporangium 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;unclassified 6 0.1.2.1.2.21.9 unclassified 0 93 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae 5 0.1.2.1.2.22 Mycobacteriaceae 1 1162 0 0 0 7 0 2 0 11 0 0 1 0 0 0 0 0 6 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium 6 0.1.2.1.2.22.1 Mycobacterium 0 1162 0 0 0 7 0 2 0 11 0 0 1 0 0 0 0 0 6 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nakamurellaceae 5 0.1.2.1.2.23 Nakamurellaceae 3 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nakamurellaceae;Nakamurella 6 0.1.2.1.2.23.1 Nakamurella 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nakamurellaceae;Saxeibacter 6 0.1.2.1.2.23.2 Saxeibacter 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nakamurellaceae;unclassified 6 0.1.2.1.2.23.3 unclassified 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae 5 0.1.2.1.2.24 Nocardiaceae 6 1164 0 0 0 0 0 0 0 0 2 0 2 4 1 0 5 0 7 1 14 2
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Gordonia 6 0.1.2.1.2.24.1 Gordonia 0 613 0 0 0 0 0 0 0 0 0 0 2 1 1 0 4 0 5 1 14 2
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Nocardia 6 0.1.2.1.2.24.2 Nocardia 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Rhodococcus 6 0.1.2.1.2.24.3 Rhodococcus 0 292 0 0 0 0 0 0 0 0 2 0 0 3 0 0 1 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Smaragdicoccus 6 0.1.2.1.2.24.4 Smaragdicoccus 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Williamsia 6 0.1.2.1.2.24.5 Williamsia 0 216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;unclassified 6 0.1.2.1.2.24.6 unclassified 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae 5 0.1.2.1.2.25 Nocardioidaceae 7 1201 0 0 0 0 0 3 0 0 0 0 4 8 1 6 1 0 4 4 1 1
Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Actinopolymorpha 6 0.1.2.1.2.25.1 Actinopolymorpha 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Aeromicrobium 6 0.1.2.1.2.25.2 Aeromicrobium 0 113 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Kribbella 6 0.1.2.1.2.25.3 Kribbella 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Marmoricola 6 0.1.2.1.2.25.4 Marmoricola 0 155 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides 6 0.1.2.1.2.25.5 Nocardioides 0 820 0 0 0 0 0 3 0 0 0 0 3 7 1 4 1 0 4 3 1 1
Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Pimelobacter 6 0.1.2.1.2.25.6 Pimelobacter 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;unclassified 6 0.1.2.1.2.25.7 unclassified 0 98 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiopsaceae 5 0.1.2.1.2.26 Nocardiopsaceae 2 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiopsaceae;Murinocardiopsis 6 0.1.2.1.2.26.1 Murinocardiopsis 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Nocardiopsaceae;Nocardiopsis 6 0.1.2.1.2.26.2 Nocardiopsis 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae 5 0.1.2.1.2.27 Promicromonosporaceae 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Myceligenerans 6 0.1.2.1.2.27.1 Myceligenerans 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Promicromonospora 6 0.1.2.1.2.27.2 Promicromonospora 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae 5 0.1.2.1.2.28 Propionibacteriaceae 10 112365 905 597 920 111 704 79 963 694 0 467 41 42 26 205 21 5 43 49 70 14
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Brooklawnia 6 0.1.2.1.2.28.1 Brooklawnia 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Friedmanniella 6 0.1.2.1.2.28.2 Friedmanniella 0 160 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Luteococcus 6 0.1.2.1.2.28.3 Luteococcus 0 14 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Microlunatus 6 0.1.2.1.2.28.4 Microlunatus 0 90 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Micropruina 6 0.1.2.1.2.28.5 Micropruina 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium 6 0.1.2.1.2.28.6 Propionibacterium 0 111864 905 597 920 111 704 78 963 694 0 467 41 40 25 204 21 5 43 49 70 13
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propioniferax 6 0.1.2.1.2.28.7 Propioniferax 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionimicrobium 6 0.1.2.1.2.28.8 Propionimicrobium 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Tessaracoccus 6 0.1.2.1.2.28.9 Tessaracoccus 0 134 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1
Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;unclassified 6 0.1.2.1.2.28.10 unclassified 0 72 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae 5 0.1.2.1.2.29 Pseudonocardiaceae 10 177 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Actinoalloteichus 6 0.1.2.1.2.29.1 Actinoalloteichus 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Actinokineospora 6 0.1.2.1.2.29.2 Actinokineospora 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Actinomycetospora 6 0.1.2.1.2.29.3 Actinomycetospora 0 70 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Actinophytocola 6 0.1.2.1.2.29.4 Actinophytocola 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Amycolatopsis 6 0.1.2.1.2.29.5 Amycolatopsis 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Prauserella 6 0.1.2.1.2.29.6 Prauserella 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Pseudonocardia 6 0.1.2.1.2.29.7 Pseudonocardia 0 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Saccharopolyspora 6 0.1.2.1.2.29.8 Saccharopolyspora 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Saccharothrix 6 0.1.2.1.2.29.9 Saccharothrix 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;unclassified 6 0.1.2.1.2.29.10 unclassified 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae 5 0.1.2.1.2.30 Sanguibacteraceae 1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Sanguibacteraceae;Sanguibacter 6 0.1.2.1.2.30.1 Sanguibacter 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Sporichthyaceae 5 0.1.2.1.2.31 Sporichthyaceae 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Sporichthyaceae;Sporichthya 6 0.1.2.1.2.31.1 Sporichthya 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae 5 0.1.2.1.2.32 Streptomycetaceae 3 97 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Kitasatospora 6 0.1.2.1.2.32.1 Kitasatospora 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces 6 0.1.2.1.2.32.2 Streptomyces 0 75 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;unclassified 6 0.1.2.1.2.32.3 unclassified 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae 5 0.1.2.1.2.33 Streptosporangiaceae 4 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Microbispora 6 0.1.2.1.2.33.1 Microbispora 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Nonomuraea 6 0.1.2.1.2.33.2 Nonomuraea 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;Streptosporangium 6 0.1.2.1.2.33.3 Streptosporangium 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Streptosporangiaceae;unclassified 6 0.1.2.1.2.33.4 unclassified 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae 5 0.1.2.1.2.34 Thermomonosporaceae 4 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;Actinoallomurus 6 0.1.2.1.2.34.1 Actinoallomurus 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;Actinocorallia 6 0.1.2.1.2.34.2 Actinocorallia 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;Actinomadura 6 0.1.2.1.2.34.3 Actinomadura 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;unclassified 6 0.1.2.1.2.34.4 unclassified 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Tsukamurellaceae 5 0.1.2.1.2.35 Tsukamurellaceae 1 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;Tsukamurellaceae;Tsukamurella 6 0.1.2.1.2.35.1 Tsukamurella 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Actinomycetales;unclassified 5 0.1.2.1.2.36 unclassified 1 6229 1 10 1 0 23 4 0 3 1 71 7 2 4 4 6 0 2 2 2 0
Actinobacteria;Actinobacteria;Actinomycetales;unclassified;unclassified 6 0.1.2.1.2.36.1 unclassified 0 6229 1 10 1 0 23 4 0 3 1 71 7 2 4 4 6 0 2 2 2 0
Actinobacteria;Actinobacteria;Coriobacteriales 4 0.1.2.1.3 Coriobacteriales 1 352 0 0 0 0 0 3 0 1 0 0 1 2 5 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae 5 0.1.2.1.3.1 Coriobacteriaceae 9 352 0 0 0 0 0 3 0 1 0 0 1 2 5 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Asaccharobacter 6 0.1.2.1.3.1.1 Asaccharobacter 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Atopobium 6 0.1.2.1.3.1.2 Atopobium 0 179 0 0 0 0 0 1 0 1 0 0 0 1 4 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Collinsella 6 0.1.2.1.3.1.3 Collinsella 0 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Cryptobacterium 6 0.1.2.1.3.1.4 Cryptobacterium 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Eggerthella 6 0.1.2.1.3.1.5 Eggerthella 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
